rebalance_signal_date,symbol,eligibility_reason
2023-01-31,ACAAW,missing_or_invalid_current_price
2023-01-31,ACAD,eligible
2023-01-31,ACB,eligible
2023-01-31,ACCL,missing_or_invalid_current_price
2023-01-31,ACCO,eligible
2023-01-31,ACCS,eligible
2023-01-31,ACDC,missing_or_invalid_t_minus_252_price
2023-01-31,ACEL,eligible
2023-01-31,ACEP,missing_or_invalid_current_price
2023-01-31,ACET,eligible
2023-01-31,ACFN,missing_or_invalid_current_price
2023-01-31,ACGC,missing_or_invalid_current_price
2023-01-31,ACGCU,missing_or_invalid_current_price
2023-01-31,ACGCW,missing_or_invalid_current_price
2023-01-31,ACGL,eligible
2023-01-31,ACGLN,eligible
2023-01-31,ACGLO,eligible
2023-01-31,ACH,eligible
2023-01-31,ACHC,eligible
2023-01-31,ACHR,eligible
2023-01-31,ACHR.WS,missing_or_invalid_t_minus_21_price
2023-01-31,ACHV,eligible
2023-01-31,ACI,eligible
2023-01-31,ACIC,eligible
2023-01-31,ACIU,eligible
2023-01-31,ACIW,eligible
2023-01-31,ACLO,missing_or_invalid_current_price
2023-01-31,ACLS,eligible
2023-02-28,A,eligible
2023-02-28,AA,eligible
2023-02-28,AAAP,missing_or_invalid_current_price
2023-02-28,AAC.U,eligible
2023-02-28,AACB,missing_or_invalid_current_price
2023-02-28,AACBR,missing_or_invalid_current_price
2023-02-28,AACBU,missing_or_invalid_current_price
2023-02-28,AACG,missing_or_invalid_current_volume
2023-02-28,AACI,missing_or_invalid_current_volume
2023-02-28,AACIU,missing_or_invalid_current_volume
2023-02-28,AACIW,missing_or_invalid_current_volume
2023-02-28,AACO,missing_or_invalid_current_price
2023-02-28,AACOU,missing_or_invalid_current_price
2023-02-28,AACOW,missing_or_invalid_current_price
2023-02-28,AACP,missing_or_invalid_current_price
2023-02-28,AACPR,missing_or_invalid_current_price
2023-02-28,AACPU,missing_or_invalid_current_price
2023-02-28,AACPW,missing_or_invalid_current_price
2023-02-28,AADR,missing_or_invalid_current_volume
2023-02-28,AADX,missing_or_invalid_current_price
2023-02-28,AAEQ,missing_or_invalid_current_price
2023-02-28,AAL,eligible
2023-02-28,AALG,missing_or_invalid_current_price
2023-02-28,AAME,missing_or_invalid_current_volume
2023-02-28,AAMI,eligible
2023-02-28,AAOI,eligible
2023-02-28,AAON,eligible
2023-02-28,AAP,eligible
2023-02-28,AAPB,missing_or_invalid_t_minus_21_price
2023-02-28,AAPD,missing_or_invalid_current_volume
2023-02-28,AAPG,missing_or_invalid_current_price
2023-02-28,AAPL,eligible
2023-02-28,AAPU,missing_or_invalid_t_minus_252_price
2023-02-28,AARD,missing_or_invalid_current_price
2023-02-28,AAT,eligible
2023-02-28,AAUB,missing_or_invalid_current_price
2023-02-28,AAUC,missing_or_invalid_current_price
2023-02-28,AAUS,missing_or_invalid_current_price
2023-02-28,AAVM,missing_or_invalid_t_minus_21_price
2023-02-28,AAXJ,eligible
2023-02-28,AB,eligible
2023-02-28,ABAT,missing_or_invalid_current_price
2023-02-28,ABBV,eligible
2023-02-28,ABCB,eligible
2023-02-28,ABCL,eligible
2023-02-28,ABCS,missing_or_invalid_current_price
2023-02-28,ABEO,eligible
2023-02-28,ABEV,eligible
2023-02-28,ABG,eligible
2023-02-28,ABI,missing_or_invalid_current_price
2023-02-28,ABIG,missing_or_invalid_current_price
2023-02-28,ABLV,missing_or_invalid_current_volume
2023-02-28,ABLVW,missing_or_invalid_current_volume
2023-02-28,ABM,eligible
2023-02-28,ABNB,eligible
2023-02-28,ABOS,eligible
2023-02-28,ABR,eligible
2023-02-28,ABR.PRD,eligible
2023-02-28,ABR.PRE,missing_or_invalid_t_minus_21_price
2023-02-28,ABR.PRF,missing_or_invalid_t_minus_21_price
2023-02-28,ABSI,eligible
2023-02-28,ABT,eligible
2023-02-28,ABTC,eligible
2023-02-28,ABTS,missing_or_invalid_t_minus_21_price
2023-02-28,ABUS,eligible
2023-02-28,ABVC,missing_or_invalid_current_volume
2023-02-28,ABVX,missing_or_invalid_current_price
2023-02-28,ABX,missing_or_invalid_t_minus_21_price
2023-02-28,ABXL,missing_or_invalid_current_price
2023-02-28,ACA,eligible
2023-02-28,ACAA,missing_or_invalid_current_price
2023-02-28,ACAAU,missing_or_invalid_current_price
2023-02-28,ACAAW,missing_or_invalid_current_price
2023-02-28,ACAD,eligible
2023-02-28,ACB,eligible
2023-02-28,ACCL,missing_or_invalid_current_price
2023-02-28,ACCO,eligible
2023-02-28,ACCS,missing_or_invalid_current_volume
2023-02-28,ACDC,missing_or_invalid_t_minus_252_price
2023-02-28,ACEL,eligible
2023-02-28,ACEP,missing_or_invalid_current_price
2023-02-28,ACET,eligible
2023-02-28,ACFN,missing_or_invalid_current_price
2023-02-28,ACGC,missing_or_invalid_current_price
2023-02-28,ACGCU,missing_or_invalid_current_price
2023-02-28,ACGCW,missing_or_invalid_current_price
2023-02-28,ACGL,eligible
2023-02-28,ACGLN,eligible
2023-02-28,ACGLO,eligible
2023-02-28,ACH,eligible
2023-02-28,ACHC,eligible
2023-02-28,ACHR,eligible
2023-02-28,ACHR.WS,missing_or_invalid_current_volume
2023-02-28,ACHV,eligible
2023-02-28,ACI,eligible
2023-02-28,ACIC,eligible
2023-02-28,ACIU,eligible
2023-02-28,ACIW,eligible
2023-02-28,ACLO,missing_or_invalid_current_price
2023-02-28,ACLS,eligible
2023-03-31,A,eligible
2023-03-31,AA,eligible
2023-03-31,AAAP,missing_or_invalid_current_price
2023-03-31,AAC.U,missing_or_invalid_current_volume
2023-03-31,AACB,missing_or_invalid_current_price
2023-03-31,AACBR,missing_or_invalid_current_price
2023-03-31,AACBU,missing_or_invalid_current_price
2023-03-31,AACG,missing_or_invalid_current_volume
2023-03-31,AACI,missing_or_invalid_current_volume
2023-03-31,AACIU,missing_or_invalid_current_volume
2023-03-31,AACIW,missing_or_invalid_current_volume
2023-03-31,AACO,missing_or_invalid_current_price
2023-03-31,AACOU,missing_or_invalid_current_price
2023-03-31,AACOW,missing_or_invalid_current_price
2023-03-31,AACP,missing_or_invalid_current_price
2023-03-31,AACPR,missing_or_invalid_current_price
2023-03-31,AACPU,missing_or_invalid_current_price
2023-03-31,AACPW,missing_or_invalid_current_price
2023-03-31,AADR,missing_or_invalid_current_volume
2023-03-31,AADX,missing_or_invalid_current_price
2023-03-31,AAEQ,missing_or_invalid_current_price
2023-03-31,AAL,eligible
2023-03-31,AALG,missing_or_invalid_current_price
2023-03-31,AAME,missing_or_invalid_current_volume
2023-03-31,AAMI,eligible
2023-03-31,AAOI,eligible
2023-03-31,AAON,eligible
2023-03-31,AAP,eligible
2023-03-31,AAPB,missing_or_invalid_current_volume
2023-03-31,AAPD,missing_or_invalid_t_minus_252_price
2023-03-31,AAPG,missing_or_invalid_current_price
2023-03-31,AAPL,eligible
2023-03-31,AAPU,missing_or_invalid_t_minus_252_price
2023-03-31,AARD,missing_or_invalid_current_price
2023-03-31,AAT,eligible
2023-03-31,AAUB,missing_or_invalid_current_price
2023-03-31,AAUC,missing_or_invalid_current_price
2023-03-31,AAUS,missing_or_invalid_current_price
2023-03-31,AAVM,missing_or_invalid_current_volume
2023-03-31,AAXJ,eligible
2023-03-31,AB,eligible
2023-03-31,ABAT,missing_or_invalid_current_price
2023-03-31,ABBV,eligible
2023-03-31,ABCB,eligible
2023-03-31,ABCL,eligible
2023-03-31,ABCS,missing_or_invalid_current_price
2023-03-31,ABEO,eligible
2023-03-31,ABEV,eligible
2023-03-31,ABG,eligible
2023-03-31,ABI,missing_or_invalid_current_price
2023-03-31,ABIG,missing_or_invalid_current_price
2023-03-31,ABLV,missing_or_invalid_current_volume
2023-03-31,ABLVW,missing_or_invalid_current_volume
2023-03-31,ABM,eligible
2023-03-31,ABNB,eligible
2023-03-31,ABOS,eligible
2023-03-31,ABR,eligible
2023-03-31,ABR.PRD,missing_or_invalid_t_minus_252_price
2023-03-31,ABR.PRE,eligible
2023-03-31,ABR.PRF,eligible
2023-03-31,ABSI,eligible
2023-03-31,ABT,eligible
2023-03-31,ABTC,eligible
2023-03-31,ABTS,eligible
2023-03-31,ABUS,eligible
2023-03-31,ABVC,missing_or_invalid_current_volume
2023-03-31,ABVX,missing_or_invalid_current_price
2023-03-31,ABX,missing_or_invalid_current_volume
2023-03-31,ABXL,missing_or_invalid_current_price
2023-03-31,ACA,eligible
2023-03-31,ACAA,missing_or_invalid_current_price
2023-03-31,ACAAU,missing_or_invalid_current_price
2023-03-31,ACAAW,missing_or_invalid_current_price
2023-03-31,ACAD,eligible
2023-03-31,ACB,eligible
2023-03-31,ACCL,missing_or_invalid_current_price
2023-03-31,ACCO,eligible
2023-03-31,ACCS,missing_or_invalid_t_minus_21_price
2023-03-31,ACDC,missing_or_invalid_t_minus_252_price
2023-03-31,ACEL,eligible
2023-03-31,ACEP,missing_or_invalid_current_price
2023-03-31,ACET,eligible
2023-03-31,ACFN,missing_or_invalid_current_price
2023-03-31,ACGC,missing_or_invalid_current_price
2023-03-31,ACGCU,missing_or_invalid_current_price
2023-03-31,ACGCW,missing_or_invalid_current_price
2023-03-31,ACGL,eligible
2023-03-31,ACGLN,eligible
2023-03-31,ACGLO,eligible
2023-03-31,ACH,eligible
2023-03-31,ACHC,eligible
2023-03-31,ACHR,eligible
2023-03-31,ACHR.WS,missing_or_invalid_current_volume
2023-03-31,ACHV,eligible
2023-03-31,ACI,eligible
2023-03-31,ACIC,eligible
2023-03-31,ACIU,eligible
2023-03-31,ACIW,eligible
2023-03-31,ACLO,missing_or_invalid_current_price
2023-03-31,ACLS,eligible
2023-04-28,A,eligible
2023-04-28,AA,eligible
2023-04-28,AAAP,missing_or_invalid_current_price
2023-04-28,AAC.U,missing_or_invalid_current_volume
2023-04-28,AACB,missing_or_invalid_current_price
2023-04-28,AACBR,missing_or_invalid_current_price
2023-04-28,AACBU,missing_or_invalid_current_price
2023-04-28,AACG,missing_or_invalid_current_volume
2023-04-28,AACI,missing_or_invalid_current_volume
2023-04-28,AACIU,missing_or_invalid_current_volume
2023-04-28,AACIW,missing_or_invalid_current_volume
2023-04-28,AACO,missing_or_invalid_current_price
2023-04-28,AACOU,missing_or_invalid_current_price
2023-04-28,AACOW,missing_or_invalid_current_price
2023-04-28,AACP,missing_or_invalid_current_price
2023-04-28,AACPR,missing_or_invalid_current_price
2023-04-28,AACPU,missing_or_invalid_current_price
2023-04-28,AACPW,missing_or_invalid_current_price
2023-04-28,AADR,missing_or_invalid_current_volume
2023-04-28,AADX,missing_or_invalid_current_price
2023-04-28,AAEQ,missing_or_invalid_current_price
2023-04-28,AAL,eligible
2023-04-28,AALG,missing_or_invalid_current_price
2023-04-28,AAME,missing_or_invalid_current_volume
2023-04-28,AAMI,eligible
2023-04-28,AAOI,eligible
2023-04-28,AAON,eligible
2023-04-28,AAP,eligible
2023-04-28,AAPB,missing_or_invalid_t_minus_252_price
2023-04-28,AAPD,missing_or_invalid_t_minus_252_price
2023-04-28,AAPG,missing_or_invalid_current_price
2023-04-28,AAPL,eligible
2023-04-28,AAPU,missing_or_invalid_t_minus_252_price
2023-04-28,AARD,missing_or_invalid_current_price
2023-04-28,AAT,eligible
2023-04-28,AAUB,missing_or_invalid_current_price
2023-04-28,AAUC,missing_or_invalid_current_price
2023-04-28,AAUS,missing_or_invalid_current_price
2023-04-28,AAVM,missing_or_invalid_t_minus_21_price
2023-04-28,AAXJ,eligible
2023-04-28,AB,eligible
2023-04-28,ABAT,missing_or_invalid_current_price
2023-04-28,ABBV,eligible
2023-04-28,ABCB,eligible
2023-04-28,ABCL,eligible
2023-04-28,ABCS,missing_or_invalid_current_price
2023-04-28,ABEO,eligible
2023-04-28,ABEV,eligible
2023-04-28,ABG,eligible
2023-04-28,ABI,missing_or_invalid_current_price
2023-04-28,ABIG,missing_or_invalid_current_price
2023-04-28,ABLV,missing_or_invalid_current_volume
2023-04-28,ABLVW,missing_or_invalid_current_volume
2023-04-28,ABM,eligible
2023-04-28,ABNB,eligible
2023-04-28,ABOS,eligible
2023-04-28,ABR,eligible
2023-04-28,ABR.PRD,missing_or_invalid_t_minus_252_price
2023-04-28,ABR.PRE,eligible
2023-04-28,ABR.PRF,missing_or_invalid_t_minus_21_price
2023-04-28,ABSI,eligible
2023-04-28,ABT,eligible
2023-04-28,ABTC,eligible
2023-04-28,ABTS,missing_or_invalid_current_volume
2023-04-28,ABUS,eligible
2023-04-28,ABVC,eligible
2023-04-28,ABVX,missing_or_invalid_current_price
2023-04-28,ABX,missing_or_invalid_current_volume
2023-04-28,ABXL,missing_or_invalid_current_price
2023-04-28,ACA,eligible
2023-04-28,ACAA,missing_or_invalid_current_price
2023-04-28,ACAAU,missing_or_invalid_current_price
2023-04-28,ACAAW,missing_or_invalid_current_price
2023-04-28,ACAD,eligible
2023-04-28,ACB,eligible
2023-04-28,ACCL,missing_or_invalid_current_price
2023-04-28,ACCO,eligible
2023-04-28,ACCS,missing_or_invalid_current_volume
2023-04-28,ACDC,missing_or_invalid_t_minus_252_price
2023-04-28,ACEL,eligible
2023-04-28,ACEP,missing_or_invalid_current_price
2023-04-28,ACET,eligible
2023-04-28,ACFN,missing_or_invalid_current_price
2023-04-28,ACGC,missing_or_invalid_current_price
2023-04-28,ACGCU,missing_or_invalid_current_price
2023-04-28,ACGCW,missing_or_invalid_current_price
2023-04-28,ACGL,eligible
2023-04-28,ACGLN,eligible
2023-04-28,ACGLO,eligible
2023-04-28,ACH,eligible
2023-04-28,ACHC,eligible
2023-04-28,ACHR,eligible
2023-04-28,ACHR.WS,missing_or_invalid_current_volume
2023-04-28,ACHV,eligible
2023-04-28,ACI,eligible
2023-04-28,ACIC,eligible
2023-04-28,ACIU,eligible
2023-04-28,ACIW,eligible
2023-04-28,ACLO,missing_or_invalid_current_price
2023-04-28,ACLS,eligible
2023-05-31,A,eligible
2023-05-31,AA,eligible
2023-05-31,AAAP,missing_or_invalid_current_price
2023-05-31,AAC.U,missing_or_invalid_current_volume
2023-05-31,AACB,missing_or_invalid_current_price
2023-05-31,AACBR,missing_or_invalid_current_price
2023-05-31,AACBU,missing_or_invalid_current_price
2023-05-31,AACG,missing_or_invalid_current_volume
2023-05-31,AACI,missing_or_invalid_current_volume
2023-05-31,AACIU,missing_or_invalid_current_volume
2023-05-31,AACIW,missing_or_invalid_current_volume
2023-05-31,AACO,missing_or_invalid_current_price
2023-05-31,AACOU,missing_or_invalid_current_price
2023-05-31,AACOW,missing_or_invalid_current_price
2023-05-31,AACP,missing_or_invalid_current_price
2023-05-31,AACPR,missing_or_invalid_current_price
2023-05-31,AACPU,missing_or_invalid_current_price
2023-05-31,AACPW,missing_or_invalid_current_price
2023-05-31,AADR,missing_or_invalid_current_volume
2023-05-31,AADX,missing_or_invalid_current_price
2023-05-31,AAEQ,missing_or_invalid_current_price
2023-05-31,AAL,eligible
2023-05-31,AALG,missing_or_invalid_current_price
2023-05-31,AAME,missing_or_invalid_current_volume
2023-05-31,AAMI,eligible
2023-05-31,AAOI,eligible
2023-05-31,AAON,eligible
2023-05-31,AAP,eligible
2023-05-31,AAPB,missing_or_invalid_t_minus_21_price
2023-05-31,AAPD,missing_or_invalid_t_minus_252_price
2023-05-31,AAPG,missing_or_invalid_current_price
2023-05-31,AAPL,eligible
2023-05-31,AAPU,missing_or_invalid_t_minus_252_price
2023-05-31,AARD,missing_or_invalid_current_price
2023-05-31,AAT,eligible
2023-05-31,AAUB,missing_or_invalid_current_price
2023-05-31,AAUC,missing_or_invalid_current_price
2023-05-31,AAUS,missing_or_invalid_current_price
2023-05-31,AAVM,missing_or_invalid_current_volume
2023-05-31,AAXJ,eligible
2023-05-31,AB,eligible
2023-05-31,ABAT,missing_or_invalid_current_price
2023-05-31,ABBV,eligible
2023-05-31,ABCB,eligible
2023-05-31,ABCL,eligible
2023-05-31,ABCS,missing_or_invalid_current_price
2023-05-31,ABEO,eligible
2023-05-31,ABEV,eligible
2023-05-31,ABG,eligible
2023-05-31,ABI,missing_or_invalid_current_price
2023-05-31,ABIG,missing_or_invalid_current_price
2023-05-31,ABLV,missing_or_invalid_current_volume
2023-05-31,ABLVW,missing_or_invalid_current_volume
2023-05-31,ABM,eligible
2023-05-31,ABNB,eligible
2023-05-31,ABOS,eligible
2023-05-31,ABR,eligible
2023-05-31,ABR.PRD,missing_or_invalid_t_minus_21_price
2023-05-31,ABR.PRE,eligible
2023-05-31,ABR.PRF,missing_or_invalid_t_minus_21_price
2023-05-31,ABSI,eligible
2023-05-31,ABT,eligible
2023-05-31,ABTC,eligible
2023-05-31,ABTS,missing_or_invalid_current_volume
2023-05-31,ABUS,eligible
2023-05-31,ABVC,eligible
2023-05-31,ABVX,missing_or_invalid_current_price
2023-05-31,ABX,missing_or_invalid_current_volume
2023-05-31,ABXL,missing_or_invalid_current_price
2023-05-31,ACA,eligible
2023-05-31,ACAA,missing_or_invalid_current_price
2023-05-31,ACAAU,missing_or_invalid_current_price
2023-05-31,ACAAW,missing_or_invalid_current_price
2023-05-31,ACAD,eligible
2023-05-31,ACB,eligible
2023-05-31,ACCL,missing_or_invalid_current_price
2023-05-31,ACCO,eligible
2023-05-31,ACCS,eligible
2023-05-31,ACDC,eligible
2023-05-31,ACEL,eligible
2023-05-31,ACEP,missing_or_invalid_current_price
2023-05-31,ACET,eligible
2023-05-31,ACFN,missing_or_invalid_current_price
2023-05-31,ACGC,missing_or_invalid_current_price
2023-05-31,ACGCU,missing_or_invalid_current_price
2023-05-31,ACGCW,missing_or_invalid_current_price
2023-05-31,ACGL,eligible
2023-05-31,ACGLN,eligible
2023-05-31,ACGLO,missing_or_invalid_t_minus_21_price
2023-05-31,ACH,eligible
2023-05-31,ACHC,eligible
2023-05-31,ACHR,eligible
2023-05-31,ACHR.WS,missing_or_invalid_current_volume
2023-05-31,ACHV,eligible
2023-05-31,ACI,eligible
2023-05-31,ACIC,eligible
2023-05-31,ACIU,eligible
2023-05-31,ACIW,eligible
2023-05-31,ACLO,missing_or_invalid_current_price
2023-05-31,ACLS,eligible
2023-06-30,A,eligible
2023-06-30,AA,eligible
2023-06-30,AAAP,missing_or_invalid_current_price
2023-06-30,AAC.U,missing_or_invalid_current_volume
2023-06-30,AACB,missing_or_invalid_current_price
2023-06-30,AACBR,missing_or_invalid_current_price
2023-06-30,AACBU,missing_or_invalid_current_price
2023-06-30,AACG,missing_or_invalid_t_minus_21_price
2023-06-30,AACI,missing_or_invalid_current_volume
2023-06-30,AACIU,missing_or_invalid_current_volume
2023-06-30,AACIW,missing_or_invalid_current_volume
2023-06-30,AACO,missing_or_invalid_current_price
2023-06-30,AACOU,missing_or_invalid_current_price
2023-06-30,AACOW,missing_or_invalid_current_price
2023-06-30,AACP,missing_or_invalid_current_price
2023-06-30,AACPR,missing_or_invalid_current_price
2023-06-30,AACPU,missing_or_invalid_current_price
2023-06-30,AACPW,missing_or_invalid_current_price
2023-06-30,AADR,missing_or_invalid_current_volume
2023-06-30,AADX,missing_or_invalid_current_price
2023-06-30,AAEQ,missing_or_invalid_current_price
2023-06-30,AAL,eligible
2023-06-30,AALG,missing_or_invalid_current_price
2023-06-30,AAME,missing_or_invalid_current_volume
2023-06-30,AAMI,eligible
2023-06-30,AAOI,eligible
2023-06-30,AAON,eligible
2023-06-30,AAP,eligible
2023-06-30,AAPB,missing_or_invalid_current_volume
2023-06-30,AAPD,missing_or_invalid_t_minus_252_price
2023-06-30,AAPG,missing_or_invalid_current_price
2023-06-30,AAPL,eligible
2023-06-30,AAPU,missing_or_invalid_t_minus_252_price
2023-06-30,AARD,missing_or_invalid_current_price
2023-06-30,AAT,eligible
2023-06-30,AAUB,missing_or_invalid_current_price
2023-06-30,AAUC,missing_or_invalid_current_price
2023-06-30,AAUS,missing_or_invalid_current_price
2023-06-30,AAVM,missing_or_invalid_current_volume
2023-06-30,AAXJ,eligible
2023-06-30,AB,eligible
2023-06-30,ABAT,missing_or_invalid_current_price
2023-06-30,ABBV,eligible
2023-06-30,ABCB,eligible
2023-06-30,ABCL,eligible
2023-06-30,ABCS,missing_or_invalid_current_price
2023-06-30,ABEO,eligible
2023-06-30,ABEV,eligible
2023-06-30,ABG,eligible
2023-06-30,ABI,missing_or_invalid_current_price
2023-06-30,ABIG,missing_or_invalid_current_price
2023-06-30,ABLV,missing_or_invalid_current_volume
2023-06-30,ABLVW,missing_or_invalid_current_volume
2023-06-30,ABM,eligible
2023-06-30,ABNB,eligible
2023-06-30,ABOS,eligible
2023-06-30,ABR,eligible
2023-06-30,ABR.PRD,eligible
2023-06-30,ABR.PRE,missing_or_invalid_current_volume
2023-06-30,ABR.PRF,missing_or_invalid_t_minus_252_price
2023-06-30,ABSI,eligible
2023-06-30,ABT,eligible
2023-06-30,ABTC,eligible
2023-06-30,ABTS,missing_or_invalid_current_volume
2023-06-30,ABUS,eligible
2023-06-30,ABVC,missing_or_invalid_t_minus_21_price
2023-06-30,ABVX,missing_or_invalid_current_price
2023-06-30,ABX,missing_or_invalid_current_volume
2023-06-30,ABXL,missing_or_invalid_current_price
2023-06-30,ACA,eligible
2023-06-30,ACAA,missing_or_invalid_current_price
2023-06-30,ACAAU,missing_or_invalid_current_price
2023-06-30,ACAAW,missing_or_invalid_current_price
2023-06-30,ACAD,eligible
2023-06-30,ACB,eligible
2023-06-30,ACCL,missing_or_invalid_current_price
2023-06-30,ACCO,eligible
2023-06-30,ACCS,missing_or_invalid_t_minus_21_price
2023-06-30,ACDC,eligible
2023-06-30,ACEL,eligible
2023-06-30,ACEP,missing_or_invalid_current_price
2023-06-30,ACET,eligible
2023-06-30,ACFN,missing_or_invalid_current_price
2023-06-30,ACGC,missing_or_invalid_current_price
2023-06-30,ACGCU,missing_or_invalid_current_price
2023-06-30,ACGCW,missing_or_invalid_current_price
2023-06-30,ACGL,eligible
2023-06-30,ACGLN,eligible
2023-06-30,ACGLO,missing_or_invalid_t_minus_252_price
2023-06-30,ACH,eligible
2023-06-30,ACHC,eligible
2023-06-30,ACHR,eligible
2023-06-30,ACHR.WS,missing_or_invalid_t_minus_21_price
2023-06-30,ACHV,eligible
2023-06-30,ACI,eligible
2023-06-30,ACIC,eligible
2023-06-30,ACIU,eligible
2023-06-30,ACIW,eligible
2023-06-30,ACLO,missing_or_invalid_current_price
2023-06-30,ACLS,eligible
2023-07-31,A,eligible
2023-07-31,AA,eligible
2023-07-31,AAAP,missing_or_invalid_current_price
2023-07-31,AAC.U,missing_or_invalid_t_minus_21_price
2023-07-31,AACB,missing_or_invalid_current_price
2023-07-31,AACBR,missing_or_invalid_current_price
2023-07-31,AACBU,missing_or_invalid_current_price
2023-07-31,AACG,missing_or_invalid_current_volume
2023-07-31,AACI,missing_or_invalid_t_minus_252_price
2023-07-31,AACIU,missing_or_invalid_current_volume
2023-07-31,AACIW,missing_or_invalid_current_volume
2023-07-31,AACO,missing_or_invalid_current_price
2023-07-31,AACOU,missing_or_invalid_current_price
2023-07-31,AACOW,missing_or_invalid_current_price
2023-07-31,AACP,missing_or_invalid_current_price
2023-07-31,AACPR,missing_or_invalid_current_price
2023-07-31,AACPU,missing_or_invalid_current_price
2023-07-31,AACPW,missing_or_invalid_current_price
2023-07-31,AADR,missing_or_invalid_current_volume
2023-07-31,AADX,missing_or_invalid_current_price
2023-07-31,AAEQ,missing_or_invalid_current_price
2023-07-31,AAL,eligible
2023-07-31,AALG,missing_or_invalid_current_price
2023-07-31,AAME,missing_or_invalid_current_volume
2023-07-31,AAMI,eligible
2023-07-31,AAOI,eligible
2023-07-31,AAON,eligible
2023-07-31,AAP,eligible
2023-07-31,AAPB,missing_or_invalid_current_volume
2023-07-31,AAPD,missing_or_invalid_t_minus_21_price
2023-07-31,AAPG,missing_or_invalid_current_price
2023-07-31,AAPL,eligible
2023-07-31,AAPU,missing_or_invalid_current_volume
2023-07-31,AARD,missing_or_invalid_current_price
2023-07-31,AAT,eligible
2023-07-31,AAUB,missing_or_invalid_current_price
2023-07-31,AAUC,missing_or_invalid_current_price
2023-07-31,AAUS,missing_or_invalid_current_price
2023-07-31,AAVM,missing_or_invalid_current_volume
2023-07-31,AAXJ,eligible
2023-07-31,AB,eligible
2023-07-31,ABAT,missing_or_invalid_current_price
2023-07-31,ABBV,eligible
2023-07-31,ABCB,eligible
2023-07-31,ABCL,eligible
2023-07-31,ABCS,missing_or_invalid_current_price
2023-07-31,ABEO,eligible
2023-07-31,ABEV,eligible
2023-07-31,ABG,eligible
2023-07-31,ABI,missing_or_invalid_current_price
2023-07-31,ABIG,missing_or_invalid_current_price
2023-07-31,ABLV,missing_or_invalid_t_minus_21_price
2023-07-31,ABLVW,missing_or_invalid_t_minus_21_price
2023-07-31,ABM,eligible
2023-07-31,ABNB,eligible
2023-07-31,ABOS,eligible
2023-07-31,ABR,eligible
2023-07-31,ABR.PRD,missing_or_invalid_current_volume
2023-07-31,ABR.PRE,missing_or_invalid_t_minus_21_price
2023-07-31,ABR.PRF,missing_or_invalid_current_volume
2023-07-31,ABSI,eligible
2023-07-31,ABT,eligible
2023-07-31,ABTC,eligible
2023-07-31,ABTS,missing_or_invalid_current_volume
2023-07-31,ABUS,eligible
2023-07-31,ABVC,eligible
2023-07-31,ABVX,missing_or_invalid_current_price
2023-07-31,ABX,eligible
2023-07-31,ABXL,missing_or_invalid_current_price
2023-07-31,ACA,eligible
2023-07-31,ACAA,missing_or_invalid_current_price
2023-07-31,ACAAU,missing_or_invalid_current_price
2023-07-31,ACAAW,missing_or_invalid_current_price
2023-07-31,ACAD,eligible
2023-07-31,ACB,eligible
2023-07-31,ACCL,missing_or_invalid_current_price
2023-07-31,ACCO,eligible
2023-07-31,ACCS,eligible
2023-07-31,ACDC,eligible
2023-07-31,ACEL,eligible
2023-07-31,ACEP,missing_or_invalid_current_price
2023-07-31,ACET,eligible
2023-07-31,ACFN,missing_or_invalid_current_price
2023-07-31,ACGC,missing_or_invalid_current_price
2023-07-31,ACGCU,missing_or_invalid_current_price
2023-07-31,ACGCW,missing_or_invalid_current_price
2023-07-31,ACGL,eligible
2023-07-31,ACGLN,eligible
2023-07-31,ACGLO,eligible
2023-07-31,ACH,eligible
2023-07-31,ACHC,eligible
2023-07-31,ACHR,eligible
2023-07-31,ACHR.WS,eligible
2023-07-31,ACHV,eligible
2023-07-31,ACI,eligible
2023-07-31,ACIC,eligible
2023-07-31,ACIU,missing_or_invalid_t_minus_252_price
2023-07-31,ACIW,eligible
2023-07-31,ACLO,missing_or_invalid_current_price
2023-07-31,ACLS,eligible
2023-08-31,A,eligible
2023-08-31,AA,eligible
2023-08-31,AAAP,missing_or_invalid_current_price
2023-08-31,AAC.U,missing_or_invalid_current_volume
2023-08-31,AACB,missing_or_invalid_current_price
2023-08-31,AACBR,missing_or_invalid_current_price
2023-08-31,AACBU,missing_or_invalid_current_price
2023-08-31,AACG,missing_or_invalid_current_volume
2023-08-31,AACI,missing_or_invalid_current_volume
2023-08-31,AACIU,missing_or_invalid_current_volume
2023-08-31,AACIW,missing_or_invalid_current_volume
2023-08-31,AACO,missing_or_invalid_current_price
2023-08-31,AACOU,missing_or_invalid_current_price
2023-08-31,AACOW,missing_or_invalid_current_price
2023-08-31,AACP,missing_or_invalid_current_price
2023-08-31,AACPR,missing_or_invalid_current_price
2023-08-31,AACPU,missing_or_invalid_current_price
2023-08-31,AACPW,missing_or_invalid_current_price
2023-08-31,AADR,missing_or_invalid_current_volume
2023-08-31,AADX,missing_or_invalid_current_price
2023-08-31,AAEQ,missing_or_invalid_current_price
2023-08-31,AAL,eligible
2023-08-31,AALG,missing_or_invalid_current_price
2023-08-31,AAME,missing_or_invalid_current_volume
2023-08-31,AAMI,eligible
2023-08-31,AAOI,eligible
2023-08-31,AAON,eligible
2023-08-31,AAP,eligible
2023-08-31,AAPB,missing_or_invalid_t_minus_21_price
